age,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26,Exec-managerial,White,Male,0,0,70,United-States,>50K
31,Craft-repair,White,Male,0,0,45,United-States,<=50K
37,Craft-repair,White,Male,0,0,40,United-States,<=50K
20,Transport-moving,White,Male,0,0,40,United-States,<=50K
29,Sales,White,Female,0,0,25,United-States,<=50K
53,Exec-managerial,White,Male,2407,0,99,United-States,<=50K
32,Tech-support,Amer-Indian-Eskimo,Male,0,1980,40,United-States,<=50K
45,Prof-specialty,White,Male,0,0,24,United-States,>50K
33,Exec-managerial,White,Male,0,0,40,United-States,<=50K
53,Farming-fishing,White,Male,0,0,40,United-States,<=50K
49,Prof-specialty,White,Female,0,1977,60,United-States,>50K
29,Protective-serv,White,Male,0,0,35,Peru,<=50K
90,Exec-managerial,White,Male,0,0,55,United-States,<=50K
65,Prof-specialty,White,Male,11678,0,50,United-States,>50K
49,Exec-managerial,Black,Male,0,0,47,United-States,>50K
24,Prof-specialty,White,Female,0,0,20,United-States,<=50K
39,Craft-repair,White,Male,0,0,40,United-States,<=50K
41,Machine-op-inspct,White,Male,2174,0,41,United-States,<=50K
56,Prof-specialty,White,Female,0,0,40,United-States,<=50K
46,Adm-clerical,White,Female,0,0,60,United-States,<=50K
24,Other-service,White,Male,0,0,40,United-States,<=50K
27,Sales,White,Female,0,0,40,United-States,<=50K
32,Sales,Asian-Pac-Islander,Male,0,0,40,Hong,<=50K
25,Prof-specialty,White,Female,0,0,30,United-States,<=50K
22,Other-service,White,Male,0,0,20,United-States,<=50K
56,Other-service,White,Female,0,0,40,United-States,<=50K
37,Craft-repair,White,Male,0,0,40,United-States,<=50K
30,Sales,White,Female,0,0,40,United-States,<=50K
60,Other-service,Black,Male,0,0,40,United-States,<=50K
17,Protective-serv,White,Female,0,1602,40,United-States,<=50K
29,Craft-repair,White,Male,0,0,30,United-States,<=50K
31,Exec-managerial,White,Male,0,0,45,United-States,<=50K
24,Handlers-cleaners,White,Male,0,0,45,United-States,<=50K
35,Prof-specialty,White,Male,7298,0,40,United-States,>50K
41,Exec-managerial,Black,Female,0,0,40,United-States,<=50K
22,Transport-moving,White,Male,0,0,40,United-States,<=50K
24,Sales,Asian-Pac-Islander,Female,0,0,50,Philippines,<=50K
54,Craft-repair,White,Male,0,0,42,United-States,<=50K
56,Adm-clerical,White,Female,0,0,40,United-States,<=50K
44,Adm-clerical,White,Female,0,0,40,United-States,<=50K
45,Craft-repair,White,Male,0,0,30,United-States,<=50K
38,Adm-clerical,White,Female,0,0,40,United-States,<=50K
36,Other-service,Black,Male,0,0,45,United-States,>50K
18,Sales,White,Female,0,0,20,United-States,<=50K
54,Other-service,White,Female,0,0,50,United-States,<=50K
65,Other-service,White,Male,0,0,25,United-States,<=50K
29,Handlers-cleaners,White,Male,0,0,40,Dominican-Republic,<=50K
25,Tech-support,White,Male,2174,0,40,United-States,<=50K
26,Adm-clerical,White,Female,0,0,40,Mexico,<=50K
55,Exec-managerial,White,Male,0,0,50,United-States,>50K
36,Sales,White,Male,99999,0,20,United-States,>50K
67,Prof-specialty,White,Male,20051,0,48,United-States,>50K
47,Prof-specialty,White,Male,0,0,60,United-States,<=50K
26,Sales,White,Female,0,0,40,United-States,<=50K
28,Adm-clerical,White,Male,0,0,40,United-States,<=50K
27,Exec-managerial,White,Male,0,0,40,United-States,<=50K
58,Prof-specialty,White,Male,0,0,50,United-States,>50K
29,Transport-moving,Black,Male,0,0,40,United-States,<=50K
35,Prof-specialty,White,Male,0,0,40,United-States,<=50K
70,Machine-op-inspct,White,Female,0,0,35,United-States,<=50K
41,Transport-moving,White,Male,0,0,60,United-States,<=50K
67,Transport-moving,Black,Male,10566,0,40,United-States,<=50K
24,Craft-repair,White,Male,594,0,40,United-States,<=50K
67,Exec-managerial,White,Male,0,0,38,United-States,>50K
30,Other-service,White,Female,0,0,40,United-States,>50K
30,Other-service,White,Male,0,0,40,United-States,<=50K
20,Other-service,White,Male,2176,0,25,United-States,<=50K
56,Other-service,White,Male,0,0,25,Iran,<=50K
50,Sales,White,Male,0,0,40,United-States,>50K
43,Prof-specialty,White,Female,0,0,40,United-States,<=50K
34,Transport-moving,White,Male,0,0,70,United-States,<=50K
37,Craft-repair,White,Male,0,0,40,United-States,<=50K
29,Tech-support,White,Male,0,0,52,United-States,<=50K
20,Farming-fishing,White,Female,0,0,40,United-States,<=50K
24,Transport-moving,White,Female,0,0,49,United-States,<=50K
38,Farming-fishing,White,Male,0,0,70,United-States,<=50K
20,Craft-repair,White,Male,0,0,30,United-States,<=50K
46,Exec-managerial,White,Male,0,2392,50,United-States,>50K
38,Tech-support,White,Male,0,0,50,United-States,<=50K
26,Prof-specialty,White,Female,0,0,40,United-States,<=50K
19,Other-service,White,Female,0,0,40,Mexico,<=50K
17,Handlers-cleaners,White,Male,0,0,20,Peru,<=50K
37,Exec-managerial,White,Male,0,1887,47,United-States,>50K
49,Other-service,White,Male,0,0,17,United-States,<=50K
47,Craft-repair,White,Male,0,0,40,United-States,>50K
61,Prof-specialty,White,Male,0,0,50,United-States,>50K
25,Transport-moving,White,Male,0,0,40,United-States,<=50K
27,Other-service,White,Female,0,0,52,United-States,<=50K
46,Sales,White,Male,0,1902,40,United-States,>50K
42,Adm-clerical,Black,Female,0,0,40,United-States,>50K
50,Exec-managerial,White,Female,99999,0,35,United-States,>50K
30,Handlers-cleaners,White,Male,0,0,27,United-States,<=50K
58,Exec-managerial,White,Male,5178,0,60,United-States,>50K
30,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
47,Priv-house-serv,White,Female,0,0,4,United-States,<=50K
53,Prof-specialty,Asian-Pac-Islander,Male,0,0,40,Japan,<=50K
64,Craft-repair,White,Male,0,0,40,United-States,>50K
46,Sales,Black,Male,0,0,60,United-States,>50K
48,Exec-managerial,White,Female,0,0,40,England,<=50K
56,Prof-specialty,White,Male,0,1669,40,United-States,<=50K
45,Prof-specialty,White,Male,0,0,40,United-States,>50K
41,Craft-repair,White,Male,0,0,40,United-States,>50K
48,Exec-managerial,White,Female,0,2258,40,United-States,>50K
30,Adm-clerical,White,Female,0,0,35,United-States,<=50K
28,Adm-clerical,White,Female,0,0,40,United-States,<=50K
28,Protective-serv,White,Male,0,0,40,Honduras,<=50K
55,Sales,White,Male,0,0,56,United-States,<=50K
56,Sales,White,Male,15024,0,40,United-States,>50K
48,Craft-repair,White,Male,0,0,40,United-States,<=50K
52,Sales,White,Male,0,0,40,United-States,>50K
33,Sales,White,Female,0,0,45,United-States,<=50K
46,Transport-moving,White,Male,0,0,40,United-States,<=50K
22,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
34,Other-service,Black,Male,0,0,30,United-States,<=50K
39,Transport-moving,White,Male,0,0,60,United-States,<=50K
51,Exec-managerial,White,Male,7298,0,50,United-States,>50K
30,Adm-clerical,White,Female,0,0,20,United-States,>50K
30,Adm-clerical,Black,Female,0,0,62,United-States,<=50K
47,Other-service,White,Female,0,0,35,United-States,<=50K
20,Craft-repair,Asian-Pac-Islander,Female,0,1762,40,South,<=50K
24,Prof-specialty,White,Male,0,0,45,United-States,<=50K
49,Prof-specialty,White,Male,0,0,40,United-States,<=50K
20,Machine-op-inspct,White,Female,0,0,52,United-States,<=50K
43,Adm-clerical,White,Female,0,0,40,United-States,<=50K
31,Transport-moving,White,Male,0,0,40,United-States,<=50K
52,Prof-specialty,White,Male,0,1902,40,United-States,>50K
31,Transport-moving,White,Male,0,1579,45,El-Salvador,<=50K
33,Machine-op-inspct,White,Male,0,0,50,United-States,<=50K
34,Transport-moving,White,Male,0,0,35,United-States,<=50K
32,Prof-specialty,White,Male,0,0,45,United-States,>50K
46,Craft-repair,White,Male,0,0,40,United-States,>50K
41,Tech-support,White,Female,0,0,25,United-States,>50K
40,Protective-serv,Black,Female,0,0,40,United-States,<=50K
43,Tech-support,White,Male,0,0,40,United-States,<=50K
28,Protective-serv,White,Male,0,0,48,United-States,<=50K
35,Other-service,White,Female,0,0,40,United-States,<=50K
90,Adm-clerical,White,Female,0,0,25,United-States,<=50K
56,Craft-repair,White,Male,0,0,10,United-States,<=50K
63,Sales,White,Male,0,0,48,United-States,<=50K
30,Other-service,White,Female,0,0,35,United-States,<=50K
39,Prof-specialty,White,Female,0,0,40,United-States,<=50K
37,Adm-clerical,White,Female,0,0,37,United-States,<=50K
31,Exec-managerial,White,Female,0,1902,35,United-States,>50K
39,Exec-managerial,White,Male,0,0,60,United-States,<=50K
29,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
53,Craft-repair,White,Female,0,0,40,United-States,<=50K
23,Prof-specialty,White,Male,0,0,60,United-States,<=50K
51,Prof-specialty,White,Male,0,0,45,United-States,<=50K
41,Prof-specialty,White,Male,0,0,80,United-States,>50K
43,Adm-clerical,White,Male,0,0,40,United-States,<=50K
42,Transport-moving,White,Male,0,0,38,United-States,<=50K
20,Other-service,White,Male,0,0,25,United-States,<=50K
53,Prof-specialty,White,Male,0,0,40,United-States,<=50K
69,Farming-fishing,White,Male,3273,0,45,United-States,<=50K
30,Transport-moving,White,Male,0,2057,40,United-States,<=50K
18,Sales,White,Female,0,0,15,United-States,<=50K
21,Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
65,Adm-clerical,White,Male,0,0,25,United-States,<=50K
34,Sales,White,Female,0,0,40,United-States,<=50K
18,Other-service,Black,Male,0,0,15,United-States,<=50K
41,Prof-specialty,White,Male,0,0,45,United-States,>50K
36,Prof-specialty,White,Male,0,1669,45,United-States,<=50K
29,Exec-managerial,White,Male,0,0,50,United-States,>50K
20,Protective-serv,Black,Male,0,0,40,United-States,<=50K
36,Exec-managerial,White,Male,27828,0,40,United-States,>50K
27,Prof-specialty,White,Female,0,0,45,United-States,<=50K
32,Craft-repair,White,Male,0,0,44,United-States,<=50K
32,Tech-support,White,Male,0,0,20,United-States,<=50K
31,Exec-managerial,White,Male,0,0,54,United-States,<=50K
24,Machine-op-inspct,White,Male,0,0,60,United-States,<=50K
38,Sales,White,Male,0,0,50,United-States,>50K
18,Exec-managerial,White,Male,0,0,40,United-States,<=50K
38,Exec-managerial,White,Male,0,0,45,United-States,>50K
65,Farming-fishing,White,Male,0,2352,65,United-States,<=50K
30,Sales,White,Male,0,0,40,United-States,<=50K
38,Tech-support,Black,Female,0,0,40,United-States,<=50K
68,Exec-managerial,White,Male,0,0,45,United-States,<=50K
67,Sales,White,Male,0,0,40,United-States,<=50K
44,Sales,White,Male,0,0,50,United-States,>50K
34,Other-service,White,Male,0,0,30,United-States,<=50K
49,Prof-specialty,White,Male,0,0,40,United-States,>50K
45,Exec-managerial,White,Male,0,1876,50,United-States,<=50K
30,Exec-managerial,White,Male,0,0,65,Canada,>50K
35,Sales,Asian-Pac-Islander,Male,0,0,35,China,<=50K
23,Exec-managerial,White,Female,0,0,35,Canada,<=50K
31,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
31,Adm-clerical,White,Female,0,0,40,United-States,>50K
36,Exec-managerial,White,Male,0,0,15,United-States,<=50K
28,Adm-clerical,White,Female,0,0,40,United-States,<=50K
32,Exec-managerial,White,Male,15024,0,50,United-States,>50K
33,Exec-managerial,White,Male,0,0,50,United-States,<=50K
17,Sales,White,Female,0,0,8,United-States,<=50K
24,Prof-specialty,White,Female,0,0,40,United-States,<=50K
43,Craft-repair,White,Male,0,0,40,United-States,>50K
17,Craft-repair,White,Male,0,0,45,United-States,<=50K
48,Exec-managerial,Black,Male,0,0,40,United-States,>50K
55,Tech-support,White,Female,0,0,23,United-States,<=50K
25,Craft-repair,Black,Male,0,0,50,United-States,<=50K
67,Adm-clerical,White,Female,0,0,25,United-States,<=50K
38,Prof-specialty,White,Male,0,0,40,United-States,>50K
20,Other-service,White,Male,0,0,30,United-States,<=50K
34,Sales,White,Female,0,0,35,United-States,<=50K
24,Sales,White,Male,0,0,40,United-States,<=50K
33,Prof-specialty,White,Male,0,0,45,United-States,>50K
26,Other-service,White,Male,0,0,40,Nicaragua,<=50K
48,Sales,White,Female,0,0,44,United-States,<=50K
32,Craft-repair,White,Male,0,0,40,El-Salvador,<=50K
59,Other-service,White,Female,0,0,10,United-States,<=50K
18,Sales,White,Female,0,0,15,United-States,<=50K
56,Exec-managerial,White,Male,0,0,45,United-States,<=50K
29,Farming-fishing,White,Male,0,0,40,United-States,<=50K
50,Prof-specialty,White,Female,0,0,45,United-States,<=50K
34,Exec-managerial,White,Male,0,0,55,United-States,<=50K
42,Adm-clerical,White,Male,0,0,40,United-States,<=50K
41,Exec-managerial,White,Male,0,2415,12,United-States,>50K
47,Transport-moving,White,Male,0,0,50,United-States,>50K
63,Exec-managerial,White,Female,0,0,35,United-States,<=50K
41,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
44,Farming-fishing,Other,Male,0,0,40,United-States,<=50K
63,Adm-clerical,White,Female,0,0,35,United-States,<=50K
45,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
30,Prof-specialty,White,Female,0,0,40,United-States,<=50K
45,Prof-specialty,Asian-Pac-Islander,Male,0,0,45,China,>50K
37,Prof-specialty,White,Male,0,0,40,United-States,<=50K
54,Prof-specialty,White,Male,0,1977,50,United-States,>50K
39,Prof-specialty,White,Male,0,0,48,United-States,>50K
32,Prof-specialty,Asian-Pac-Islander,Female,15024,0,50,United-States,>50K
53,Exec-managerial,White,Male,0,0,40,United-States,<=50K
65,Adm-clerical,White,Female,0,0,28,United-States,<=50K
57,Other-service,White,Male,0,0,40,United-States,<=50K
41,Sales,White,Male,0,0,35,United-States,>50K
32,Tech-support,White,Male,0,0,45,United-States,>50K
77,Adm-clerical,White,Female,0,0,32,United-States,<=50K
42,Adm-clerical,White,Male,0,0,45,United-States,>50K
53,Prof-specialty,White,Male,7688,0,40,United-States,>50K
35,Sales,White,Male,0,0,40,United-States,>50K
42,Transport-moving,White,Male,0,0,45,United-States,<=50K
30,Craft-repair,White,Male,0,0,40,United-States,<=50K
56,Adm-clerical,White,Male,0,0,50,United-States,<=50K
39,Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
55,Sales,White,Male,0,0,40,United-States,<=50K
43,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
17,Sales,White,Male,0,0,15,United-States,<=50K
30,Handlers-cleaners,White,Female,0,0,40,United-States,<=50K
72,Exec-managerial,White,Female,0,0,40,United-States,<=50K
38,Exec-managerial,White,Male,0,0,40,United-States,<=50K
33,Machine-op-inspct,White,Male,0,0,55,United-States,>50K
23,Other-service,White,Male,0,0,66,Ecuador,<=50K
50,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,50,United-States,>50K
26,Exec-managerial,White,Male,7688,0,40,United-States,>50K
40,Sales,White,Male,0,0,52,United-States,<=50K
51,Machine-op-inspct,White,Male,0,1876,40,United-States,<=50K
44,Adm-clerical,White,Female,0,0,40,United-States,<=50K
33,Sales,White,Male,0,0,45,United-States,<=50K
34,Craft-repair,White,Male,0,0,40,United-States,<=50K
29,Farming-fishing,White,Female,0,0,40,Guatemala,<=50K
42,Transport-moving,White,Male,0,0,40,United-States,<=50K
18,Craft-repair,White,Male,0,0,48,United-States,<=50K
23,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
25,Exec-managerial,White,Female,0,0,40,United-States,<=50K
44,Craft-repair,White,Male,0,0,40,United-States,<=50K
21,Adm-clerical,White,Female,0,0,30,United-States,<=50K
36,Craft-repair,White,Male,0,0,40,United-States,>50K
28,Prof-specialty,White,Male,0,0,40,France,<=50K
49,Craft-repair,White,Male,0,0,40,United-States,<=50K
28,Sales,White,Female,0,0,35,United-States,<=50K
60,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
59,Adm-clerical,White,Female,0,0,16,United-States,>50K
35,Handlers-cleaners,White,Male,0,0,60,United-States,<=50K
20,Sales,White,Female,0,0,30,United-States,<=50K
24,Sales,White,Male,0,0,40,United-States,<=50K
24,Other-service,White,Female,0,0,30,United-States,<=50K
36,Sales,White,Male,5178,0,50,United-States,>50K
27,Transport-moving,White,Male,0,0,40,United-States,<=50K
27,Machine-op-inspct,White,Male,0,0,50,United-States,>50K
31,Transport-moving,White,Male,0,0,30,United-States,>50K
21,Adm-clerical,White,Female,0,0,12,United-States,<=50K
25,Machine-op-inspct,White,Male,0,0,40,El-Salvador,<=50K
21,Other-service,Black,Male,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
29,Prof-specialty,White,Female,0,0,45,United-States,<=50K
38,Exec-managerial,White,Male,0,0,65,United-States,<=50K
47,Sales,White,Male,0,0,60,United-States,>50K
25,Sales,White,Female,0,0,40,United-States,<=50K
27,Exec-managerial,White,Male,0,0,40,United-States,<=50K
48,Craft-repair,Black,Male,0,0,45,United-States,<=50K
52,Machine-op-inspct,White,Male,0,2051,38,United-States,<=50K
52,Prof-specialty,White,Male,0,0,40,United-States,<=50K
35,Exec-managerial,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
37,Craft-repair,White,Male,0,0,45,United-States,>50K
22,Exec-managerial,White,Female,0,0,7,United-States,<=50K
47,Other-service,Black,Female,0,0,35,United-States,<=50K
25,Exec-managerial,White,Female,0,0,37,United-States,<=50K
35,Sales,White,Female,0,0,40,United-States,<=50K
36,Exec-managerial,White,Female,0,0,40,United-States,<=50K
30,Tech-support,White,Male,0,0,40,United-States,<=50K
21,Craft-repair,White,Male,0,0,40,United-States,<=50K
43,Exec-managerial,White,Male,3103,0,40,United-States,>50K
45,Exec-managerial,White,Female,0,0,40,United-States,<=50K
55,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
36,Protective-serv,White,Male,0,0,57,United-States,>50K
53,Exec-managerial,White,Female,0,0,60,United-States,<=50K
40,Craft-repair,White,Male,0,0,60,United-States,<=50K
29,Tech-support,White,Female,2174,0,45,United-States,<=50K
48,Prof-specialty,White,Male,0,0,45,United-States,>50K
21,Sales,White,Female,0,0,20,United-States,<=50K
60,Adm-clerical,White,Male,0,0,40,United-States,<=50K
62,Craft-repair,White,Male,0,1740,40,United-States,<=50K
52,Adm-clerical,Black,Female,0,0,40,United-States,<=50K
28,Adm-clerical,White,Female,0,0,16,United-States,<=50K
42,Prof-specialty,White,Male,0,0,36,United-States,>50K
37,Machine-op-inspct,White,Male,0,0,40,United-States,>50K
48,Sales,Black,Female,0,0,35,United-States,<=50K
35,Sales,Asian-Pac-Islander,Male,0,1590,40,South,<=50K
58,Transport-moving,Black,Male,0,0,50,United-States,<=50K
43,Sales,White,Female,0,0,50,United-States,<=50K
43,Craft-repair,White,Male,0,0,40,United-States,<=50K
40,Exec-managerial,White,Male,0,0,50,United-States,>50K
21,Adm-clerical,White,Female,0,0,35,United-States,<=50K
22,Craft-repair,White,Male,0,0,40,United-States,<=50K
67,Exec-managerial,White,Male,20051,0,20,United-States,>50K
42,Exec-managerial,Black,Female,5455,0,50,United-States,<=50K
26,Exec-managerial,White,Male,0,1876,38,United-States,<=50K
45,Exec-managerial,White,Male,15024,0,40,United-States,>50K
25,Exec-managerial,White,Female,0,0,15,United-States,<=50K
