age,occupation,education,education-num,marital-status,race,sex
26,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
29,Prof-specialty,Bachelors,13,Never-married,White,Male
26,Transport-moving,HS-grad,9,Widowed,White,Male
33,Adm-clerical,Some-college,10,Divorced,Black,Female
50,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
32,Farming-fishing,Some-college,10,Married-spouse-absent,White,Male
33,Handlers-cleaners,HS-grad,9,Divorced,White,Male
56,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Male
19,Other-service,Some-college,10,Never-married,White,Male
45,Sales,Bachelors,13,Married-civ-spouse,White,Male
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
27,Handlers-cleaners,5th-6th,3,Married-civ-spouse,White,Male
32,Other-service,Some-college,10,Divorced,White,Male
36,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
32,Craft-repair,HS-grad,9,Separated,Black,Male
23,Adm-clerical,Bachelors,13,Never-married,White,Female
54,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
33,Tech-support,Some-college,10,Separated,White,Female
31,Prof-specialty,Doctorate,16,Married-spouse-absent,Asian-Pac-Islander,Male
25,Handlers-cleaners,Some-college,10,Divorced,White,Female
38,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
29,Tech-support,Assoc-acdm,12,Never-married,White,Male
41,Craft-repair,HS-grad,9,Divorced,White,Male
46,Craft-repair,Assoc-acdm,12,Married-civ-spouse,White,Male
28,Exec-managerial,HS-grad,9,Never-married,White,Female
36,Sales,10th,6,Never-married,White,Female
47,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
50,Exec-managerial,Masters,14,Divorced,White,Male
19,Other-service,Some-college,10,Never-married,White,Male
41,Adm-clerical,Some-college,10,Divorced,Black,Female
36,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
66,Other-service,7th-8th,4,Widowed,White,Female
59,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Female
17,Sales,11th,7,Never-married,White,Female
24,Other-service,HS-grad,9,Never-married,White,Male
28,Adm-clerical,Assoc-acdm,12,Married-civ-spouse,White,Male
37,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
63,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
33,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
71,Adm-clerical,Some-college,10,Married-civ-spouse,White,Male
41,Sales,HS-grad,9,Never-married,White,Female
34,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Female
20,Other-service,Assoc-voc,11,Never-married,White,Female
20,Other-service,Some-college,10,Never-married,White,Female
34,Machine-op-inspct,Some-college,10,Married-civ-spouse,White,Male
32,Prof-specialty,Prof-school,15,Never-married,White,Male
34,Prof-specialty,Bachelors,13,Never-married,White,Male
52,Sales,Bachelors,13,Married-civ-spouse,White,Male
36,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
19,Sales,Some-college,10,Never-married,White,Female
46,Exec-managerial,Assoc-acdm,12,Married-civ-spouse,White,Male
49,Adm-clerical,Some-college,10,Divorced,White,Female
27,Transport-moving,HS-grad,9,Never-married,White,Male
54,Transport-moving,HS-grad,9,Divorced,White,Male
40,Sales,HS-grad,9,Married-civ-spouse,White,Male
51,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
37,Protective-serv,Assoc-voc,11,Married-civ-spouse,White,Male
56,Other-service,7th-8th,4,Divorced,White,Female
56,Exec-managerial,Some-college,10,Widowed,White,Male
29,Adm-clerical,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Female
51,Sales,Bachelors,13,Divorced,White,Male
41,Craft-repair,HS-grad,9,Divorced,White,Male
45,Farming-fishing,Assoc-voc,11,Married-civ-spouse,White,Male
65,Craft-repair,Bachelors,13,Married-civ-spouse,White,Male
37,Craft-repair,Some-college,10,Divorced,White,Female
40,Adm-clerical,Some-college,10,Divorced,White,Female
17,Other-service,12th,8,Never-married,Black,Male
23,Exec-managerial,Bachelors,13,Never-married,White,Male
32,Other-service,HS-grad,9,Married-civ-spouse,White,Female
37,Prof-specialty,Bachelors,13,Separated,White,Female
35,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
22,Adm-clerical,Some-college,10,Never-married,Asian-Pac-Islander,Male
38,Sales,Some-college,10,Divorced,White,Female
30,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
42,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
41,Transport-moving,10th,6,Married-civ-spouse,White,Male
21,Sales,HS-grad,9,Never-married,White,Male
41,Sales,Bachelors,13,Married-civ-spouse,White,Male
24,Adm-clerical,Some-college,10,Married-civ-spouse,Black,Male
26,Adm-clerical,Some-college,10,Never-married,Black,Female
46,Transport-moving,11th,7,Married-civ-spouse,Black,Male
39,Protective-serv,HS-grad,9,Separated,White,Male
36,Other-service,HS-grad,9,Never-married,White,Male
77,Priv-house-serv,Some-college,10,Widowed,White,Female
27,Transport-moving,HS-grad,9,Never-married,White,Male
56,Machine-op-inspct,10th,6,Widowed,Black,Female
26,Machine-op-inspct,Some-college,10,Never-married,White,Male
24,Sales,Some-college,10,Never-married,White,Female
22,Adm-clerical,HS-grad,9,Never-married,Other,Female
24,Sales,HS-grad,9,Divorced,White,Female
42,Farming-fishing,Bachelors,13,Married-civ-spouse,White,Male
21,Machine-op-inspct,10th,6,Married-civ-spouse,White,Male
21,Prof-specialty,Some-college,10,Never-married,White,Male
30,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
22,Craft-repair,10th,6,Never-married,White,Male
31,Exec-managerial,HS-grad,9,Separated,White,Female
20,Sales,Some-college,10,Never-married,White,Female
25,Other-service,HS-grad,9,Never-married,White,Male
38,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
34,Exec-managerial,Bachelors,13,Divorced,White,Male
28,Adm-clerical,Some-college,10,Married-civ-spouse,White,Female
25,Exec-managerial,Some-college,10,Never-married,White,Male
26,Adm-clerical,Some-college,10,Divorced,White,Male
43,Handlers-cleaners,HS-grad,9,Separated,White,Male
47,Sales,10th,6,Divorced,White,Female
33,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
41,Exec-managerial,Bachelors,13,Married-civ-spouse,Asian-Pac-Islander,Male
17,Handlers-cleaners,11th,7,Never-married,White,Male
20,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
18,Craft-repair,11th,7,Never-married,White,Male
32,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Female
48,Prof-specialty,HS-grad,9,Divorced,White,Male
22,Adm-clerical,Assoc-acdm,12,Never-married,Black,Female
47,Craft-repair,HS-grad,9,Separated,Black,Male
41,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
36,Adm-clerical,HS-grad,9,Separated,White,Female
40,Adm-clerical,HS-grad,9,Divorced,Black,Male
27,Craft-repair,Assoc-acdm,12,Never-married,White,Male
51,Other-service,Assoc-voc,11,Married-civ-spouse,White,Male
62,Sales,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Male
20,Adm-clerical,Assoc-acdm,12,Never-married,White,Female
43,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
27,Craft-repair,10th,6,Never-married,White,Male
49,Prof-specialty,Masters,14,Separated,White,Female
19,Craft-repair,HS-grad,9,Never-married,White,Male
57,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
43,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
27,Sales,Some-college,10,Married-spouse-absent,White,Female
40,Exec-managerial,Some-college,10,Divorced,White,Male
43,Prof-specialty,Some-college,10,Separated,Black,Male
35,Sales,HS-grad,9,Married-civ-spouse,White,Male
37,Sales,Bachelors,13,Never-married,Black,Female
60,Prof-specialty,Some-college,10,Divorced,White,Male
44,Prof-specialty,Masters,14,Married-civ-spouse,White,Male
54,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
18,Other-service,10th,6,Never-married,White,Female
27,Prof-specialty,Prof-school,15,Never-married,White,Male
37,Transport-moving,11th,7,Married-civ-spouse,White,Male
23,Adm-clerical,Some-college,10,Never-married,White,Female
18,Adm-clerical,11th,7,Never-married,White,Male
30,Prof-specialty,Masters,14,Divorced,Asian-Pac-Islander,Male
44,Sales,Some-college,10,Married-civ-spouse,White,Male
37,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
65,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
35,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
46,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
34,Other-service,Some-college,10,Never-married,White,Female
32,Prof-specialty,Some-college,10,Married-civ-spouse,Black,Female
37,Tech-support,Assoc-voc,11,Divorced,White,Male
18,Other-service,11th,7,Never-married,White,Female
50,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
28,Prof-specialty,Bachelors,13,Married-civ-spouse,Black,Female
51,Prof-specialty,Masters,14,Divorced,White,Male
66,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
27,Craft-repair,HS-grad,9,Never-married,Black,Male
25,Sales,Masters,14,Never-married,White,Male
35,Prof-specialty,Assoc-voc,11,Divorced,Black,Male
33,Farming-fishing,10th,6,Married-civ-spouse,White,Male
28,Other-service,Bachelors,13,Never-married,White,Female
55,Prof-specialty,HS-grad,9,Married-civ-spouse,Asian-Pac-Islander,Female
46,Prof-specialty,Bachelors,13,Divorced,White,Male
18,Exec-managerial,HS-grad,9,Never-married,Other,Female
64,Adm-clerical,Some-college,10,Widowed,White,Female
43,Machine-op-inspct,5th-6th,3,Married-civ-spouse,Other,Male
43,Exec-managerial,HS-grad,9,Divorced,White,Female
54,Sales,Bachelors,13,Married-civ-spouse,White,Male
47,Craft-repair,11th,7,Married-civ-spouse,White,Male
26,Prof-specialty,Bachelors,13,Never-married,White,Male
40,Machine-op-inspct,11th,7,Never-married,White,Female
17,Other-service,10th,6,Never-married,White,Male
29,Tech-support,12th,8,Never-married,White,Male
35,Sales,HS-grad,9,Married-civ-spouse,White,Male
41,Sales,Bachelors,13,Married-civ-spouse,White,Male
45,Prof-specialty,Doctorate,16,Never-married,White,Male
23,Craft-repair,Some-college,10,Never-married,White,Male
59,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
52,Sales,Masters,14,Married-civ-spouse,White,Female
37,Exec-managerial,Some-college,10,Married-civ-spouse,Black,Male
45,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
45,Transport-moving,Some-college,10,Married-civ-spouse,White,Male
61,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
34,Farming-fishing,10th,6,Married-civ-spouse,White,Male
50,Prof-specialty,HS-grad,9,Widowed,Black,Female
23,Handlers-cleaners,Some-college,10,Never-married,White,Male
62,Handlers-cleaners,10th,6,Widowed,White,Female
45,Farming-fishing,Some-college,10,Never-married,White,Male
32,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
36,Exec-managerial,Some-college,10,Married-civ-spouse,White,Male
25,Other-service,12th,8,Married-civ-spouse,White,Female
28,Prof-specialty,HS-grad,9,Never-married,Amer-Indian-Eskimo,Female
29,Prof-specialty,Bachelors,13,Never-married,Asian-Pac-Islander,Male
67,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
51,Tech-support,Bachelors,13,Married-civ-spouse,White,Male
44,Machine-op-inspct,Some-college,10,Divorced,White,Male
38,Sales,HS-grad,9,Divorced,White,Male
19,Other-service,HS-grad,9,Never-married,White,Male
44,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
28,Tech-support,Some-college,10,Married-civ-spouse,White,Male
45,Machine-op-inspct,HS-grad,9,Divorced,White,Female
53,Machine-op-inspct,9th,5,Married-spouse-absent,Black,Male
29,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
33,Adm-clerical,HS-grad,9,Divorced,White,Female
20,Craft-repair,HS-grad,9,Never-married,White,Male
31,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
42,Exec-managerial,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male
29,Handlers-cleaners,Some-college,10,Never-married,White,Male
44,Adm-clerical,Some-college,10,Divorced,White,Female
29,Adm-clerical,Some-college,10,Never-married,Black,Female
47,Exec-managerial,Bachelors,13,Widowed,Asian-Pac-Islander,Female
27,Transport-moving,Masters,14,Never-married,Asian-Pac-Islander,Male
21,Farming-fishing,Preschool,1,Never-married,White,Male
21,Prof-specialty,Some-college,10,Never-married,White,Male
56,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
34,Sales,Assoc-acdm,12,Never-married,White,Male
24,Other-service,HS-grad,9,Separated,White,Female
30,Adm-clerical,Bachelors,13,Never-married,White,Male
31,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Female
26,Craft-repair,12th,8,Married-civ-spouse,White,Male
45,Adm-clerical,Some-college,10,Divorced,White,Female
34,Craft-repair,Some-college,10,Married-civ-spouse,Asian-Pac-Islander,Male
23,Farming-fishing,9th,5,Never-married,White,Male
25,Other-service,HS-grad,9,Never-married,Black,Female
48,Exec-managerial,10th,6,Married-civ-spouse,White,Male
38,Sales,5th-6th,3,Married-civ-spouse,White,Male
52,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
30,Handlers-cleaners,HS-grad,9,Never-married,White,Male
65,Sales,Bachelors,13,Married-civ-spouse,White,Male
48,Adm-clerical,HS-grad,9,Divorced,White,Female
18,Craft-repair,Some-college,10,Never-married,White,Male
60,Machine-op-inspct,HS-grad,9,Widowed,White,Female
25,Other-service,HS-grad,9,Never-married,White,Female
31,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Male
74,Craft-repair,Bachelors,13,Widowed,White,Male
37,Adm-clerical,Assoc-voc,11,Never-married,White,Female
22,Farming-fishing,HS-grad,9,Never-married,White,Male
49,Exec-managerial,Bachelors,13,Divorced,White,Female
46,Prof-specialty,Doctorate,16,Married-civ-spouse,White,Male
59,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
33,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
61,Transport-moving,Bachelors,13,Married-civ-spouse,White,Male
36,Prof-specialty,HS-grad,9,Married-civ-spouse,White,Male
57,Craft-repair,HS-grad,9,Married-civ-spouse,White,Male
38,Sales,Assoc-acdm,12,Married-civ-spouse,White,Male
44,Other-service,HS-grad,9,Never-married,Black,Female
45,Prof-specialty,Some-college,10,Married-civ-spouse,White,Male
62,Adm-clerical,Bachelors,13,Married-civ-spouse,White,Female
64,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
42,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
25,Prof-specialty,HS-grad,9,Never-married,White,Male
27,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
74,Exec-managerial,HS-grad,9,Married-civ-spouse,White,Male
48,Adm-clerical,Some-college,10,Divorced,White,Female
61,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
20,Tech-support,Some-college,10,Never-married,White,Female
39,Machine-op-inspct,HS-grad,9,Never-married,White,Female
30,Other-service,Bachelors,13,Never-married,Asian-Pac-Islander,Male
43,Adm-clerical,HS-grad,9,Never-married,Black,Female
27,Exec-managerial,Bachelors,13,Divorced,White,Male
42,Exec-managerial,Masters,14,Married-civ-spouse,White,Male
33,Machine-op-inspct,HS-grad,9,Divorced,White,Female
42,Prof-specialty,Some-college,10,Married-civ-spouse,White,Female
33,Adm-clerical,HS-grad,9,Divorced,Black,Female
39,Adm-clerical,Some-college,10,Married-civ-spouse,White,Male
24,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
45,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
41,Sales,Bachelors,13,Widowed,Black,Male
53,Priv-house-serv,HS-grad,9,Married-civ-spouse,White,Female
50,Machine-op-inspct,11th,7,Widowed,White,Female
39,Farming-fishing,HS-grad,9,Married-civ-spouse,White,Male
25,Other-service,Bachelors,13,Never-married,White,Male
22,Sales,Some-college,10,Never-married,White,Female
43,Exec-managerial,Masters,14,Married-civ-spouse,White,Female
51,Prof-specialty,Some-college,10,Divorced,White,Female
32,Exec-managerial,Some-college,10,Divorced,White,Female
69,Adm-clerical,11th,7,Widowed,White,Female
68,Sales,12th,8,Widowed,White,Female
23,Adm-clerical,HS-grad,9,Married-civ-spouse,White,Female
27,Tech-support,Masters,14,Never-married,Other,Female
54,Other-service,Bachelors,13,Never-married,White,Female
57,Other-service,HS-grad,9,Married-civ-spouse,White,Male
28,Adm-clerical,Bachelors,13,Never-married,White,Male
36,Prof-specialty,Prof-school,15,Divorced,White,Male
54,Sales,HS-grad,9,Married-civ-spouse,White,Male
53,Prof-specialty,Masters,14,Divorced,White,Female
33,Protective-serv,Assoc-acdm,12,Divorced,White,Male
31,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Female
24,Sales,Some-college,10,Never-married,White,Female
30,Handlers-cleaners,Some-college,10,Married-civ-spouse,White,Male
32,Machine-op-inspct,Some-college,10,Divorced,White,Female
29,Craft-repair,Some-college,10,Married-civ-spouse,White,Male
85,Sales,HS-grad,9,Widowed,White,Female
42,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
57,Other-service,HS-grad,9,Married-civ-spouse,White,Male
52,Adm-clerical,HS-grad,9,Divorced,Black,Female
27,Exec-managerial,Bachelors,13,Married-civ-spouse,White,Male
59,Machine-op-inspct,HS-grad,9,Divorced,White,Female
35,Machine-op-inspct,HS-grad,9,Married-civ-spouse,White,Male
61,Craft-repair,Masters,14,Married-civ-spouse,White,Male
43,Exec-managerial,Bachelors,13,Divorced,White,Female
35,Prof-specialty,Assoc-voc,11,Married-spouse-absent,White,Female
58,Adm-clerical,1st-4th,2,Married-spouse-absent,Amer-Indian-Eskimo,Male
43,Prof-specialty,Bachelors,13,Married-civ-spouse,White,Male
33,Handlers-cleaners,HS-grad,9,Never-married,Black,Male
54,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Male
54,Transport-moving,HS-grad,9,Married-civ-spouse,White,Male
30,Transport-moving,Some-college,10,Divorced,White,Male
25,Transport-moving,HS-grad,9,Never-married,White,Male
27,Prof-specialty,Prof-school,15,Married-civ-spouse,White,Female
23,Adm-clerical,HS-grad,9,Never-married,White,Female
62,Other-service,Some-college,10,Widowed,White,Female
18,Handlers-cleaners,12th,8,Never-married,Black,Male
52,Machine-op-inspct,HS-grad,9,Married-civ-spouse,Other,Male
