,age,education,race,sex
926,37,HS-grad,White,Male
927,51,Masters,White,Male
928,22,Some-college,White,Female
929,33,1st-4th,White,Female
930,42,HS-grad,White,Male
931,19,Some-college,White,Female
932,51,Preschool,White,Male
933,23,HS-grad,White,Female
934,37,11th,White,Male
935,37,HS-grad,White,Male
936,47,Masters,White,Female
937,41,Prof-school,White,Male
938,33,HS-grad,White,Male
939,31,Bachelors,White,Male
940,31,Assoc-acdm,Amer-Indian-Eskimo,Female
941,35,HS-grad,Black,Male
942,38,HS-grad,White,Male
943,18,HS-grad,White,Female
944,20,HS-grad,White,Male
945,54,Some-college,Black,Female
946,40,Some-college,White,Female
947,36,Bachelors,White,Female
948,43,Some-college,White,Male
949,44,Some-college,White,Male
950,44,HS-grad,White,Female
951,43,Masters,White,Male
952,51,7th-8th,Black,Female
953,18,HS-grad,White,Female
954,51,Some-college,White,Male
955,41,10th,White,Male
956,44,Some-college,White,Male
957,33,10th,White,Male
958,33,Bachelors,White,Male
959,42,Assoc-acdm,White,Male
960,25,Some-college,White,Male
961,32,HS-grad,White,Female
962,32,Bachelors,White,Male
963,36,10th,White,Female
964,28,HS-grad,White,Male
965,20,HS-grad,White,Female
966,35,Some-college,White,Male
967,55,HS-grad,White,Male
968,48,Bachelors,Asian-Pac-Islander,Male
969,36,Assoc-voc,White,Female
970,34,HS-grad,White,Male
971,28,Bachelors,White,Female
972,67,Bachelors,White,Male
973,37,HS-grad,White,Male
974,44,HS-grad,White,Male
975,25,Some-college,White,Female
976,21,Some-college,White,Female
977,40,Masters,White,Male
978,78,HS-grad,Black,Female
979,34,HS-grad,White,Male
980,49,HS-grad,White,Female
981,22,Assoc-acdm,White,Female
982,23,HS-grad,Black,Female
983,60,HS-grad,White,Male
984,45,HS-grad,White,Male
985,63,Assoc-voc,White,Female
986,41,HS-grad,Black,Female
987,47,HS-grad,White,Female
988,44,HS-grad,White,Male
989,51,Some-college,White,Female
990,46,Bachelors,White,Male
991,41,Assoc-voc,White,Male
992,50,HS-grad,White,Male
993,47,HS-grad,White,Male
994,35,HS-grad,White,Male
995,56,HS-grad,White,Male
996,45,Masters,White,Male
997,48,Bachelors,White,Male
998,40,Some-college,White,Male
999,39,Bachelors,White,Male
1000,20,Some-college,White,Male
1001,50,Doctorate,White,Male
1002,38,HS-grad,White,Female
1003,23,Bachelors,White,Female
1004,31,HS-grad,White,Male
1005,58,Bachelors,White,Male
1006,66,HS-grad,Black,Male
1007,39,HS-grad,White,Male
1008,54,HS-grad,White,Male
1009,26,Some-college,White,Male
1010,51,HS-grad,White,Female
1011,34,Assoc-voc,White,Male
1012,50,HS-grad,White,Male
1013,42,Some-college,White,Male
1014,38,Masters,White,Male
1015,48,7th-8th,White,Male
1016,33,Assoc-voc,White,Female
1017,51,HS-grad,White,Female
1018,22,HS-grad,White,Male
1019,19,HS-grad,White,Male
1020,41,Some-college,White,Male
1021,48,Masters,White,Male
1022,42,HS-grad,White,Female
1023,34,Some-college,White,Male
1024,23,HS-grad,Black,Female
1025,56,HS-grad,White,Male
1026,30,Bachelors,Black,Male
1027,45,HS-grad,White,Male
1028,48,10th,White,Female
1029,48,Masters,Asian-Pac-Islander,Male
1030,31,Assoc-voc,White,Female
1031,20,Assoc-acdm,White,Male
1032,27,Some-college,White,Male
1033,32,HS-grad,Black,Female
1034,76,7th-8th,White,Male
1035,19,HS-grad,White,Male
1036,66,9th,White,Male
1037,37,HS-grad,White,Male
1038,34,HS-grad,Black,Female
1039,34,11th,White,Female
1040,90,HS-grad,White,Female
1041,23,Some-college,Black,Female
1042,43,Some-college,White,Female
1043,44,Bachelors,White,Male
1044,24,Some-college,White,Female
1045,28,Prof-school,White,Male
1046,64,Assoc-acdm,White,Female
1047,23,Some-college,White,Male
1048,20,Some-college,White,Female
1049,36,Bachelors,White,Male
1050,61,HS-grad,White,Male
1051,53,Bachelors,White,Male
1052,30,Bachelors,White,Male
1053,52,Some-college,White,Male
1054,38,Some-college,White,Male
1055,32,Bachelors,White,Male
1056,30,12th,White,Male
1057,41,Assoc-voc,White,Female
1058,49,Masters,White,Male
1059,45,HS-grad,White,Male
1060,43,HS-grad,White,Male
1061,61,HS-grad,White,Male
1062,54,HS-grad,White,Male
1063,34,Assoc-acdm,White,Female
1064,49,Some-college,White,Male
1065,38,Some-college,White,Male
1066,35,Prof-school,White,Male
1067,36,12th,White,Male
1068,30,Bachelors,White,Male
1069,36,Assoc-acdm,White,Female
1070,22,Bachelors,White,Female
1071,38,HS-grad,White,Male
1072,37,HS-grad,White,Male
1073,48,Doctorate,White,Female
1074,17,11th,White,Male
1075,19,Some-college,White,Male
1076,27,Bachelors,Black,Female
1077,22,Bachelors,Asian-Pac-Islander,Male
1078,49,HS-grad,White,Male
1079,43,Assoc-voc,White,Female
1080,43,Bachelors,White,Female
1081,19,HS-grad,White,Female
1082,58,HS-grad,White,Male
1083,41,Some-college,White,Male
1084,31,Some-college,White,Male
1085,30,Assoc-voc,White,Male
1086,32,HS-grad,White,Male
1087,29,Bachelors,White,Male
1088,42,Some-college,White,Male
1089,38,HS-grad,White,Male
1090,41,Assoc-acdm,White,Male
1091,44,Bachelors,White,Male
1092,31,Doctorate,Asian-Pac-Islander,Male
1093,34,HS-grad,White,Male
1094,21,Some-college,White,Male
1095,22,Bachelors,Asian-Pac-Islander,Male
1096,62,10th,White,Male
1097,19,HS-grad,White,Female
1098,29,HS-grad,White,Female
1099,43,Some-college,White,Female
1100,68,7th-8th,White,Male
1101,45,Bachelors,White,Male
1102,39,9th,White,Male
1103,41,Bachelors,Black,Male
1104,34,Assoc-acdm,White,Female
1105,34,HS-grad,White,Female
1106,31,Bachelors,White,Male
1107,29,HS-grad,White,Male
1108,41,Bachelors,White,Male
1109,41,Assoc-voc,White,Male
1110,35,Masters,White,Male
1111,33,Bachelors,White,Female
1112,37,Bachelors,White,Male
1113,69,HS-grad,White,Female
1114,34,HS-grad,White,Female
1115,60,Assoc-voc,White,Male
1116,36,Some-college,White,Male
1117,41,HS-grad,White,Male
1118,58,Bachelors,White,Female
1119,53,Bachelors,Asian-Pac-Islander,Male
1120,29,Some-college,White,Male
1121,45,HS-grad,White,Female
1122,34,Some-college,White,Male
1123,36,Bachelors,White,Male
1124,48,Some-college,Black,Female
1125,20,Assoc-voc,White,Female
1126,35,HS-grad,White,Male
1127,63,HS-grad,Black,Male
1128,41,Some-college,White,Male
1129,28,Bachelors,White,Male
1130,30,Some-college,Black,Female
1131,34,HS-grad,White,Female
1132,31,HS-grad,White,Female
1133,37,Assoc-voc,White,Female
1134,42,Some-college,White,Male
1135,31,Some-college,White,Male
1136,46,Masters,White,Male
1137,35,HS-grad,Black,Male
1138,27,HS-grad,White,Male
1139,41,1st-4th,White,Male
1140,19,Some-college,White,Female
1141,20,Some-college,White,Male
1142,59,HS-grad,White,Female
1143,40,Bachelors,White,Male
1144,56,Some-college,White,Male
1145,33,Masters,White,Male
1146,30,Some-college,White,Female
1147,46,HS-grad,White,Male
1148,61,HS-grad,White,Male
1149,50,HS-grad,White,Male
1150,25,HS-grad,White,Male
1151,40,Some-college,White,Female
1152,24,Some-college,White,Male
1153,51,HS-grad,White,Male
1154,43,HS-grad,White,Male
1155,34,Some-college,White,Male
1156,46,HS-grad,White,Male
1157,28,Masters,White,Female
1158,26,Bachelors,Asian-Pac-Islander,Male
1159,20,HS-grad,White,Male
1160,44,Assoc-voc,White,Male
1161,51,HS-grad,White,Male
1162,33,Bachelors,White,Male
1163,54,Assoc-acdm,White,Male
1164,50,Bachelors,White,Female
1165,33,HS-grad,Black,Female
1166,65,Bachelors,White,Male
1167,22,Some-college,White,Female
1168,88,Prof-school,White,Male
1169,40,HS-grad,White,Male
1170,51,HS-grad,White,Female
1171,50,11th,Black,Female
1172,25,Masters,White,Male
1173,20,Assoc-voc,White,Male
1174,47,HS-grad,White,Male
1175,58,Some-college,White,Male
1176,22,Assoc-voc,White,Female
1177,50,HS-grad,White,Male
1178,47,HS-grad,White,Female
1179,24,11th,Asian-Pac-Islander,Male
1180,50,HS-grad,White,Male
1181,40,Bachelors,White,Female
1182,36,Bachelors,White,Male
1183,32,HS-grad,White,Male
1184,44,HS-grad,White,Male
1185,51,Masters,White,Male
1186,59,Some-college,Black,Female
1187,65,HS-grad,White,Male
1188,24,Bachelors,White,Female
1189,27,Bachelors,White,Male
1190,51,Assoc-voc,White,Male
1191,48,Some-college,White,Male
1192,39,HS-grad,White,Male
1193,28,Bachelors,White,Male
1194,19,Some-college,White,Female
1195,49,Bachelors,Black,Female
1196,51,Assoc-acdm,White,Male
1197,59,Masters,White,Male
1198,18,HS-grad,White,Female
1199,50,HS-grad,White,Male
1200,45,HS-grad,Black,Male
1201,30,Bachelors,White,Male
1202,37,Bachelors,White,Male
1203,44,Bachelors,White,Male
1204,33,Some-college,Black,Male
1205,61,Masters,White,Male
1206,61,HS-grad,White,Male
1207,38,Bachelors,White,Male
1208,22,Some-college,White,Male
1209,36,HS-grad,White,Male
1210,44,Some-college,White,Male
1211,37,Some-college,White,Male
1212,31,Some-college,White,Female
1213,54,Doctorate,White,Male
1214,20,Some-college,White,Male
1215,63,Bachelors,White,Female
1216,48,Some-college,Amer-Indian-Eskimo,Male
1217,33,HS-grad,Asian-Pac-Islander,Female
1218,31,Bachelors,White,Male
1219,38,Prof-school,White,Male
1220,45,HS-grad,White,Male
1221,48,HS-grad,White,Male
1222,53,Some-college,White,Male
1223,55,HS-grad,White,Female
1224,38,Masters,White,Male
1225,29,HS-grad,White,Female
1226,36,Bachelors,White,Male
1227,42,Some-college,White,Male
1228,50,HS-grad,White,Female
1229,75,Prof-school,White,Male
1230,46,Bachelors,White,Male
1231,52,HS-grad,White,Female
1232,27,Bachelors,White,Female
1233,43,HS-grad,White,Male
1234,31,11th,Black,Female
1235,23,Some-college,White,Female
1236,34,HS-grad,White,Female
1237,41,HS-grad,White,Female
1238,31,HS-grad,White,Female
1239,42,Some-college,White,Female
1240,35,Masters,White,Male
1241,55,HS-grad,White,Female
1242,36,HS-grad,White,Female
1243,65,HS-grad,White,Male
1244,38,Some-college,White,Male
1245,62,Some-college,White,Female
1246,54,Prof-school,White,Male
1247,49,HS-grad,White,Male
1248,34,HS-grad,White,Female
1249,32,HS-grad,White,Female
1250,51,Masters,White,Male
1251,48,Some-college,White,Male
1252,30,HS-grad,White,Male
1253,52,HS-grad,White,Female
1254,28,Some-college,White,Male
1255,29,HS-grad,Asian-Pac-Islander,Male
1256,38,Bachelors,White,Female
1257,57,HS-grad,White,Male
1258,43,Bachelors,White,Male
1259,37,Some-college,White,Male
1260,30,HS-grad,White,Male
1261,53,HS-grad,White,Male
1262,69,Assoc-voc,White,Female
1263,73,HS-grad,White,Female
1264,22,Some-college,White,Male
1265,31,HS-grad,White,Female
1266,38,Bachelors,White,Male
1267,50,Some-college,White,Male
1268,37,Some-college,White,Male
1269,44,Bachelors,White,Male
1270,47,Bachelors,Black,Female
1271,27,Some-college,White,Male
1272,28,Assoc-acdm,White,Female
1273,25,HS-grad,Black,Female
1274,20,Some-college,White,Female
1275,51,Bachelors,White,Male
1276,46,Bachelors,White,Male
1277,67,Bachelors,White,Male
1278,47,HS-grad,White,Male
1279,42,HS-grad,White,Male
1280,52,HS-grad,White,Male
1281,42,Assoc-acdm,Asian-Pac-Islander,Female
1282,65,HS-grad,White,Male
1283,21,Some-college,Black,Male
1284,50,HS-grad,White,Female
1285,46,Some-college,White,Male
1286,47,Bachelors,White,Male
1287,57,10th,White,Male
1288,37,Bachelors,White,Male
1289,50,HS-grad,White,Male
1290,58,12th,White,Male
1291,63,1st-4th,White,Female
1292,39,HS-grad,White,Male
1293,46,Masters,Black,Male
1294,36,HS-grad,White,Male
1295,26,5th-6th,White,Male
1296,21,Some-college,White,Male
1297,41,Assoc-acdm,White,Male
1298,44,Some-college,Black,Male
1299,22,HS-grad,White,Male
1300,29,Some-college,Black,Male
1301,29,HS-grad,Black,Female
1302,58,Some-college,White,Female
1303,36,Prof-school,White,Male
1304,30,Assoc-voc,White,Male
1305,37,Bachelors,White,Male
1306,29,Assoc-voc,White,Male
1307,26,5th-6th,White,Female
1308,43,HS-grad,White,Male
1309,49,HS-grad,White,Female
1310,45,Bachelors,White,Male
1311,28,Bachelors,White,Female
1312,20,Some-college,White,Female
1313,51,HS-grad,White,Female
1314,32,Some-college,White,Male
1315,24,HS-grad,White,Female
1316,35,Doctorate,White,Male
1317,35,Assoc-acdm,White,Male
1318,41,Bachelors,White,Male
1319,48,Bachelors,White,Male
1320,61,HS-grad,White,Female
1321,20,Some-college,White,Male
1322,27,HS-grad,White,Male
1323,55,Some-college,White,Male
1324,39,HS-grad,White,Male
1325,17,10th,White,Male
1326,47,HS-grad,White,Male
1327,52,HS-grad,Asian-Pac-Islander,Female
1328,24,HS-grad,Black,Female
1329,29,11th,Black,Female
1330,25,HS-grad,White,Male
1331,20,Some-college,White,Female
1332,23,HS-grad,Black,Male
1333,57,Prof-school,White,Male
1334,51,Assoc-voc,White,Male
1335,33,Some-college,White,Female
1336,39,Bachelors,White,Male
1337,40,HS-grad,White,Male
1338,71,Bachelors,White,Female
1339,38,Some-college,White,Male
1340,28,Prof-school,White,Male
1341,57,Masters,White,Female
1342,47,Some-college,White,Male
1343,59,HS-grad,White,Male
1344,26,HS-grad,Other,Male
1345,35,Bachelors,White,Female
1346,61,Bachelors,White,Male
1347,17,11th,White,Female
1348,36,Bachelors,Asian-Pac-Islander,Male
1349,62,7th-8th,White,Male
1350,34,Some-college,White,Male
1351,32,Bachelors,White,Male
1352,42,HS-grad,White,Female
1353,39,Some-college,White,Male
1354,58,5th-6th,Black,Male
1355,61,HS-grad,White,Male
1356,40,10th,Black,Male
1357,31,Bachelors,White,Male
1358,36,HS-grad,White,Male
1359,23,Some-college,White,Male
1360,33,HS-grad,White,Male
1361,52,HS-grad,White,Male
1362,22,HS-grad,White,Female
1363,51,Some-college,White,Female
1364,31,Assoc-voc,White,Female
1365,49,HS-grad,White,Female
1366,49,HS-grad,Black,Female
1367,53,Some-college,Black,Female
1368,52,HS-grad,Asian-Pac-Islander,Male
1369,20,10th,White,Male
1370,26,Assoc-acdm,Black,Male
1371,61,HS-grad,White,Male
1372,43,Masters,White,Female
1373,46,Bachelors,White,Male
1374,43,Assoc-voc,White,Female
1375,41,HS-grad,Black,Female
1376,44,HS-grad,White,Male
1377,54,HS-grad,White,Male
1378,65,Masters,White,Male
1379,32,Bachelors,White,Female
1380,25,Some-college,White,Male
1381,23,Bachelors,White,Male
1382,25,Bachelors,White,Male
1383,19,Some-college,White,Male
1384,37,HS-grad,White,Male
1385,45,Some-college,White,Male
1386,37,HS-grad,Black,Male
1387,40,Some-college,White,Male
1388,19,Some-college,White,Male
1389,17,11th,White,Male
1390,27,Bachelors,White,Female
1391,40,7th-8th,Black,Male
1392,59,HS-grad,White,Female
1393,19,HS-grad,Black,Female
1394,43,10th,Black,Male
1395,42,10th,White,Male
1396,54,HS-grad,Black,Male
1397,54,Masters,White,Male
1398,51,10th,White,Male
1399,50,HS-grad,White,Male
1400,40,HS-grad,White,Female
1401,55,Assoc-acdm,White,Male
1402,50,HS-grad,White,Female
1403,31,HS-grad,White,Male
1404,42,HS-grad,Black,Female
1405,24,HS-grad,White,Male
1406,30,11th,White,Male
1407,39,Assoc-acdm,White,Female
1408,37,HS-grad,White,Male
1409,33,HS-grad,White,Male
1410,48,HS-grad,White,Female
1411,43,HS-grad,Asian-Pac-Islander,Male
1412,39,Bachelors,White,Male
1413,53,Some-college,White,Male
1414,52,10th,White,Male
1415,28,Some-college,Asian-Pac-Islander,Male
1416,32,HS-grad,White,Male
1417,31,Bachelors,Black,Male
1418,31,Bachelors,White,Female
1419,47,Some-college,White,Female
1420,19,Some-college,White,Male
1421,40,Assoc-voc,Black,Male
1422,40,Assoc-acdm,White,Female
1423,41,11th,White,Male
1424,53,HS-grad,Black,Male
1425,46,11th,Amer-Indian-Eskimo,Male
1426,45,Bachelors,White,Male
1427,39,9th,Black,Female
1428,19,HS-grad,White,Male
1429,57,HS-grad,White,Male
1430,49,Assoc-voc,White,Female
1431,59,HS-grad,White,Female
1432,32,Assoc-voc,White,Male
1433,18,Some-college,White,Female
1434,35,Some-college,Black,Male
1435,58,10th,White,Female
1436,28,Bachelors,White,Male
1437,36,Assoc-acdm,White,Female
1438,41,Masters,White,Female
1439,47,HS-grad,White,Male
1440,50,HS-grad,White,Male
1441,61,HS-grad,White,Male
1442,36,HS-grad,White,Male
1443,38,Assoc-voc,White,Male
1444,56,HS-grad,White,Male
1445,50,Assoc-voc,White,Male
1446,45,Some-college,White,Male
1447,44,HS-grad,White,Male
1448,51,Some-college,White,Male
1449,44,Some-college,White,Male
1450,25,HS-grad,White,Male
1451,60,11th,Black,Male
1452,17,10th,White,Male
1453,49,Masters,White,Male
1454,46,HS-grad,Black,Male
1455,56,HS-grad,Black,Female
1456,25,HS-grad,White,Male
1457,22,Some-college,White,Male
1458,76,HS-grad,Black,Female
1459,41,Prof-school,White,Male
1460,48,HS-grad,White,Male
1461,46,10th,Black,Male
1462,30,Some-college,White,Male
1463,39,HS-grad,White,Male
1464,40,10th,Amer-Indian-Eskimo,Male
1465,70,HS-grad,Black,Male
1466,35,Some-college,White,Male
1467,49,Masters,White,Female
1468,24,Assoc-voc,White,Male
1469,40,Assoc-acdm,White,Male
1470,61,Prof-school,White,Male
1471,25,Bachelors,Asian-Pac-Islander,Male
1472,28,Bachelors,White,Female
1473,69,Masters,White,Male
1474,22,Some-college,White,Female
1475,47,HS-grad,White,Male
1476,38,HS-grad,White,Female
1477,26,Assoc-voc,White,Female
1478,17,11th,Asian-Pac-Islander,Female
1479,33,Some-college,White,Male
1480,43,HS-grad,White,Male
1481,58,Assoc-voc,White,Male
1482,53,HS-grad,White,Male
1483,26,HS-grad,White,Male
1484,43,Bachelors,Black,Male
1485,31,10th,White,Male
1486,30,HS-grad,White,Male
1487,25,HS-grad,White,Female
1488,57,HS-grad,White,Female
1489,37,Masters,White,Male
1490,32,Some-college,White,Male
1491,26,HS-grad,White,Female
1492,45,HS-grad,White,Male
1493,53,HS-grad,White,Male
1494,27,HS-grad,Amer-Indian-Eskimo,Male
1495,28,11th,White,Male
1496,32,11th,White,Male
1497,35,Bachelors,White,Female
1498,36,Some-college,White,Male
1499,19,Some-college,White,Male
1500,37,Bachelors,White,Male
1501,49,Some-college,White,Male
1502,20,Some-college,White,Male
1503,64,Bachelors,White,Male
1504,60,Masters,White,Male
1505,32,Assoc-acdm,White,Male
1506,58,HS-grad,White,Male
